antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"fertilizer_type=Organic, ndvi_category=Medium_NDVI, water_eff_category=Medium_Water_Eff","rainfall_category=Moderate_Rain, yield_level=High_Yield",0.058,0.258,0.034,0.5862068965517242,2.27211975407645,1.0,0.019036,1.793166666666667,0.5943549394280006,0.12056737588652482,0.4423273538432941,0.35899492114407916
"irrigation_type=Drip, moisture_category=Dry_Soil, water_eff_category=Medium_Water_Eff","rainfall_category=Moderate_Rain, yield_level=High_Yield",0.058,0.258,0.034,0.5862068965517242,2.27211975407645,1.0,0.019036,1.793166666666667,0.5943549394280006,0.12056737588652482,0.4423273538432941,0.35899492114407916
rainfall_category=Low_Rain,"water_eff_category=High_Water_Eff, yield_level=High_Yield",0.19,0.19,0.082,0.43157894736842106,2.2714681440443214,1.0,0.0459,1.425,0.6910569105691057,0.2751677852348994,0.2982456140350877,0.43157894736842106
"ndvi_category=High_NDVI, rainfall_category=Moderate_Rain, moisture_category=Dry_Soil, water_eff_category=High_Water_Eff","ph_category=Neutral_Soil, yield_level=High_Yield",0.052,0.254,0.03,0.576923076923077,2.271350696547547,1.0,0.016792,1.7632727272727275,0.5904360056258792,0.10869565217391303,0.43287275726954016,0.3475166565717747
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain, fertilizer_type=Inorganic","moisture_category=Dry_Soil, yield_level=High_Yield",0.048,0.294,0.032,0.6666666666666666,2.2675736961451247,1.0,0.017888,2.1179999999999994,0.5871848739495799,0.10322580645161293,0.5278564683663833,0.3877551020408163
"water_eff_category=High_Water_Eff, sowing_season=Winter, irrigation_type=Sprinkler","moisture_category=Dry_Soil, yield_level=High_Yield",0.054,0.294,0.036,0.6666666666666666,2.2675736961451247,1.0,0.020124,2.1179999999999994,0.5909090909090909,0.11538461538461538,0.5278564683663833,0.3945578231292517
"region=East Africa, water_eff_category=High_Water_Eff, sowing_season=Winter","moisture_category=Dry_Soil, yield_level=High_Yield",0.048,0.294,0.032,0.6666666666666666,2.2675736961451247,1.0,0.017888,2.1179999999999994,0.5871848739495799,0.10322580645161293,0.5278564683663833,0.3877551020408163
"water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain, fertilizer_type=Inorganic","moisture_category=Dry_Soil, yield_level=High_Yield",0.054,0.294,0.036,0.6666666666666666,2.2675736961451247,1.0,0.020124,2.1179999999999994,0.5909090909090909,0.11538461538461538,0.5278564683663833,0.3945578231292517
"water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain, sowing_season=Winter, temp_category=Moderate_Temp","ph_category=Neutral_Soil, yield_level=High_Yield",0.066,0.254,0.038,0.5757575757575757,2.2667621092817942,1.0,0.021235999999999998,1.7584285714285712,0.5983320184830384,0.13475177304964536,0.4313104232675277,0.36268193748508704
"water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain, moisture_category=Dry_Soil","temp_category=Moderate_Temp, yield_level=High_Yield",0.136,0.208,0.064,0.47058823529411764,2.262443438914027,1.0,0.035712,1.496,0.6458333333333334,0.2285714285714286,0.3315508021390375,0.3891402714932127
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, temp_category=Moderate_Temp, fertilizer_type=Inorganic",yield_level=High_Yield,0.052,0.34,0.04,0.7692307692307693,2.262443438914027,1.0,0.02232,2.8600000000000003,0.5886075949367088,0.11363636363636363,0.6503496503496504,0.44343891402714936
"water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain, moisture_category=Dry_Soil, ndvi_category=Medium_NDVI",yield_level=High_Yield,0.052,0.34,0.04,0.7692307692307693,2.262443438914027,1.0,0.02232,2.8600000000000003,0.5886075949367088,0.11363636363636363,0.6503496503496504,0.44343891402714936
"irrigation_type=Drip, water_eff_category=Medium_Water_Eff","rainfall_category=Moderate_Rain, moisture_category=Dry_Soil, yield_level=High_Yield",0.068,0.222,0.034,0.5,2.2522522522522523,1.0,0.018904,1.556,0.5965665236051502,0.1328125,0.3573264781491003,0.32657657657657657
"water_eff_category=High_Water_Eff, fertilizer_type=Inorganic","ph_category=Neutral_Soil, yield_level=High_Yield",0.112,0.254,0.064,0.5714285714285714,2.249718785151856,1.0,0.035552,1.7406666666666666,0.6255630630630631,0.2119205298013245,0.4255074684029107,0.41169853768278963
"water_eff_category=High_Water_Eff, region=South India","ph_category=Neutral_Soil, yield_level=High_Yield",0.056,0.254,0.032,0.5714285714285714,2.249718785151856,1.0,0.017776,1.7406666666666666,0.5884533898305085,0.11510791366906474,0.4255074684029107,0.34870641169853767
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain","temp_category=Moderate_Temp, yield_level=High_Yield",0.124,0.208,0.058,0.467741935483871,2.2487593052109185,1.0,0.032208,1.4880000000000002,0.6339159187529523,0.21167883211678837,0.32795698924731187,0.3732940446650124
"ph_category=Neutral_Soil, rainfall_category=Moderate_Rain, fertilizer_type=Inorganic, moisture_category=Dry_Soil, water_eff_category=High_Water_Eff",yield_level=High_Yield,0.042,0.34,0.032,0.7619047619047619,2.240896358543417,1.0,0.01772,2.7719999999999994,0.5780271398747391,0.09142857142857144,0.6392496392496392,0.4280112044817927
"water_eff_category=High_Water_Eff, irrigation_type=Sprinkler","ph_category=Neutral_Soil, yield_level=High_Yield",0.074,0.254,0.042,0.5675675675675677,2.234517982549479,1.0,0.023204000000000002,1.7251250000000002,0.5966265555898386,0.14685314685314685,0.42033186001014433,0.36646094913811456
"water_eff_category=High_Water_Eff, temp_category=Moderate_Temp, sowing_season=Winter","ph_category=Neutral_Soil, moisture_category=Dry_Soil, yield_level=High_Yield",0.118,0.22,0.058,0.49152542372881364,2.2342064714946073,1.0,0.03204,1.534,0.6263194933145672,0.20714285714285718,0.3481095176010431,0.3775808936825886
"rainfall_category=Low_Rain, ph_category=Neutral_Soil, moisture_category=Dry_Soil","water_eff_category=High_Water_Eff, yield_level=High_Yield",0.132,0.19,0.056,0.42424242424242425,2.2328548644338118,1.0,0.03092,1.4068421052631581,0.6361092824226465,0.21052631578947367,0.289188178077067,0.35948963317384375
"temp_category=Moderate_Temp, sowing_season=Winter, ndvi_category=Medium_NDVI, water_eff_category=Medium_Water_Eff","rainfall_category=Moderate_Rain, yield_level=High_Yield",0.066,0.258,0.038,0.5757575757575757,2.231618510688278,1.0,0.020971999999999998,1.7489999999999997,0.5908937225290206,0.13286713286713284,0.4282447112635791,0.36152219873150104
"ndvi_category=High_NDVI, rainfall_category=Moderate_Rain, water_eff_category=High_Water_Eff","ph_category=Neutral_Soil, yield_level=High_Yield",0.06,0.254,0.034,0.5666666666666668,2.230971128608924,1.0,0.018760000000000002,1.721538461538462,0.5869837296620777,0.12142857142857143,0.41912421805183214,0.3502624671916011
"rainfall_category=Low_Rain, moisture_category=Dry_Soil","water_eff_category=High_Water_Eff, yield_level=High_Yield",0.17,0.19,0.072,0.4235294117647058,2.229102167182662,1.0,0.03969999999999999,1.4051020408163264,0.6643239625167335,0.25,0.288307915758896,0.4012383900928792
"water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain, sowing_season=Winter, temp_category=Moderate_Temp",yield_level=High_Yield,0.066,0.34,0.05,0.7575757575757576,2.228163992869875,1.0,0.02756,2.7224999999999997,0.5901498929336189,0.14044943820224717,0.6326905417814509,0.4523172905525847
"water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain, ndvi_category=Medium_NDVI",yield_level=High_Yield,0.066,0.34,0.05,0.7575757575757576,2.228163992869875,1.0,0.02756,2.7224999999999997,0.5901498929336189,0.14044943820224717,0.6326905417814509,0.4523172905525847
"water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain","temp_category=Moderate_Temp, moisture_category=Dry_Soil, yield_level=High_Yield",0.158,0.182,0.064,0.4050632911392405,2.225622478787036,1.0,0.035244,1.3749361702127658,0.6540231591448931,0.23188405797101452,0.2726935099501717,0.3783558213937961
"water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain, temp_category=Moderate_Temp","moisture_category=Dry_Soil, yield_level=High_Yield",0.098,0.294,0.064,0.6530612244897959,2.2212966819380813,1.0,0.035188,2.034941176470588,0.6095482261640798,0.1951219512195122,0.5085853038099092,0.43537414965986393
"water_eff_category=High_Water_Eff, sowing_season=Winter, fertilizer_type=Inorganic","ph_category=Neutral_Soil, yield_level=High_Yield",0.078,0.254,0.044,0.5641025641025641,2.2208762366242683,1.0,0.024187999999999998,1.7114117647058824,0.5962334845198185,0.15277777777777776,0.41568708324740494,0.3686654552796285
"water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain, moisture_category=Dry_Soil","sowing_season=Winter, yield_level=High_Yield",0.136,0.212,0.064,0.47058823529411764,2.2197558268590454,1.0,0.035168000000000005,1.4884444444444445,0.6359953703703705,0.22535211267605637,0.3281576590026874,0.38623751387347394
"region=East Africa, water_eff_category=High_Water_Eff","sowing_season=Winter, yield_level=High_Yield",0.068,0.212,0.032,0.47058823529411764,2.2197558268590454,1.0,0.017584000000000002,1.4884444444444445,0.5895922746781117,0.12903225806451613,0.3281576590026874,0.31076581576026635
"water_eff_category=High_Water_Eff, sowing_season=Winter, fertilizer_type=Inorganic","ph_category=Neutral_Soil, moisture_category=Dry_Soil, yield_level=High_Yield",0.078,0.22,0.038,0.48717948717948717,2.2144522144522143,1.0,0.020839999999999997,1.5210000000000001,0.5948167599040987,0.14615384615384613,0.34253780407626555,0.3299533799533799
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, fertilizer_type=Inorganic","sowing_season=Winter, yield_level=High_Yield",0.094,0.212,0.044,0.4680851063829787,2.2079486150140504,1.0,0.024072,1.48144,0.6038531005418423,0.1679389312977099,0.3249810994707851,0.3378161380971497
"ph_category=Neutral_Soil, fertilizer_type=Inorganic, moisture_category=Dry_Soil, water_eff_category=High_Water_Eff, temp_category=Moderate_Temp",yield_level=High_Yield,0.048,0.34,0.036,0.7499999999999999,2.205882352941176,1.0,0.019679999999999996,2.6399999999999983,0.5742296918767507,0.10227272727272725,0.6212121212121211,0.42794117647058816
"water_eff_category=High_Water_Eff, temp_category=Moderate_Temp, fertilizer_type=Inorganic",yield_level=High_Yield,0.056,0.34,0.042,0.75,2.205882352941176,1.0,0.02296,2.6399999999999997,0.57909604519774,0.11864406779661016,0.6212121212121212,0.43676470588235294
"water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain, moisture_category=Dry_Soil, fertilizer_type=Inorganic",yield_level=High_Yield,0.048,0.34,0.036,0.7499999999999999,2.205882352941176,1.0,0.019679999999999996,2.6399999999999983,0.5742296918767507,0.10227272727272725,0.6212121212121211,0.42794117647058816
"water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain, temp_category=Moderate_Temp, ndvi_category=Medium_NDVI",yield_level=High_Yield,0.04,0.34,0.03,0.75,2.205882352941176,1.0,0.016399999999999998,2.6399999999999997,0.5694444444444444,0.08571428571428572,0.6212121212121212,0.41911764705882354
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain, fertilizer_type=Inorganic",yield_level=High_Yield,0.048,0.34,0.036,0.7499999999999999,2.205882352941176,1.0,0.019679999999999996,2.6399999999999983,0.5742296918767507,0.10227272727272725,0.6212121212121211,0.42794117647058816
"water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain","moisture_category=Dry_Soil, sowing_season=Winter, yield_level=High_Yield",0.158,0.184,0.064,0.4050632911392405,2.201430930104568,1.0,0.034928,1.3715744680851063,0.6481591448931117,0.23021582733812954,0.27091089600397117,0.3764446890478811
"region=East Africa, water_eff_category=High_Water_Eff","moisture_category=Dry_Soil, yield_level=High_Yield",0.068,0.294,0.044,0.6470588235294117,2.200880352140856,1.0,0.024007999999999998,2.000333333333333,0.5854467420991026,0.13836477987421383,0.5000833194467588,0.39835934373749493
"water_eff_category=High_Water_Eff, moisture_category=Dry_Soil, irrigation_type=Sprinkler","ph_category=Neutral_Soil, yield_level=High_Yield",0.068,0.254,0.038,0.5588235294117646,2.2000926354793884,1.0,0.020727999999999996,1.690933333333333,0.5852721933589338,0.13380281690140844,0.40861062923829033,0.3542149143121815
"water_eff_category=High_Water_Eff, temp_category=Moderate_Temp","ph_category=Neutral_Soil, moisture_category=Dry_Soil, yield_level=High_Yield",0.182,0.22,0.088,0.4835164835164835,2.197802197802198,1.0,0.047959999999999996,1.5102127659574471,0.6662591687041564,0.28025477707006363,0.3378416455339532,0.44175824175824174
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, fertilizer_type=Inorganic","moisture_category=Dry_Soil, sowing_season=Winter, yield_level=High_Yield",0.094,0.184,0.038,0.40425531914893614,2.1970397779833486,1.0,0.020704,1.3697142857142859,0.6013709771116533,0.15833333333333333,0.2699207342511472,0.30538852913968545
"rainfall_category=Low_Rain, ph_category=Neutral_Soil, sowing_season=Winter","water_eff_category=High_Water_Eff, yield_level=High_Yield",0.096,0.19,0.04,0.4166666666666667,2.192982456140351,1.0,0.02176,1.3885714285714288,0.6017699115044247,0.16260162601626016,0.27983539094650206,0.3135964912280702
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, temp_category=Moderate_Temp, sowing_season=Winter","moisture_category=Dry_Soil, yield_level=High_Yield",0.09,0.294,0.058,0.6444444444444445,2.1919879062736207,1.0,0.031540000000000006,1.9856250000000002,0.5975748389541493,0.17791411042944785,0.4963802329241424,0.42086167800453517
"water_eff_category=High_Water_Eff, fertilizer_type=Inorganic","ph_category=Neutral_Soil, moisture_category=Dry_Soil, yield_level=High_Yield",0.112,0.22,0.054,0.48214285714285715,2.1915584415584415,1.0,0.029359999999999997,1.5062068965517244,0.6122789456122789,0.19424460431654675,0.33608058608058605,0.3637987012987013
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain, temp_category=Moderate_Temp",yield_level=High_Yield,0.078,0.34,0.058,0.7435897435897436,2.1870286576168927,1.0,0.03148,2.574,0.5886752935896477,0.1611111111111111,0.6114996114996115,0.45708898944193066
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, moisture_category=Dry_Soil, fertilizer_type=Inorganic","sowing_season=Winter, yield_level=High_Yield",0.082,0.212,0.038,0.46341463414634143,2.1859180855959504,1.0,0.020616,1.4685454545454546,0.5909872721018232,0.1484375,0.3190541042466262,0.32132995858260466
"water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain, ndvi_category=Medium_NDVI","temp_category=Moderate_Temp, yield_level=High_Yield",0.066,0.208,0.03,0.45454545454545453,2.1853146853146854,1.0,0.016272,1.4520000000000002,0.580728051391863,0.12295081967213113,0.31129476584022037,0.2993881118881119
"ph_category=Neutral_Soil, sowing_season=Winter, ndvi_category=Medium_NDVI, water_eff_category=Medium_Water_Eff","rainfall_category=Moderate_Rain, moisture_category=Dry_Soil, yield_level=High_Yield",0.066,0.222,0.032,0.48484848484848486,2.184002184002184,1.0,0.017348000000000002,1.5102352941176471,0.5804336188436832,0.125,0.3378515229414973,0.3144963144963145
"temp_category=Moderate_Temp, sowing_season=Winter, ndvi_category=Medium_NDVI, water_eff_category=Medium_Water_Eff","rainfall_category=Moderate_Rain, moisture_category=Dry_Soil, yield_level=High_Yield",0.066,0.222,0.032,0.48484848484848486,2.184002184002184,1.0,0.017348000000000002,1.5102352941176471,0.5804336188436832,0.125,0.3378515229414973,0.3144963144963145
"rainfall_category=Moderate_Rain, sowing_season=Winter, moisture_category=Dry_Soil, water_eff_category=High_Water_Eff, temp_category=Moderate_Temp",yield_level=High_Yield,0.062,0.34,0.046,0.7419354838709677,2.1821631878557874,1.0,0.024919999999999998,2.5574999999999997,0.5775470473718365,0.1292134831460674,0.6089931573802542,0.43861480075901327
"water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain, fertilizer_type=Inorganic",yield_level=High_Yield,0.054,0.34,0.04,0.7407407407407408,2.178649237472767,1.0,0.02164,2.5457142857142863,0.5718816067653277,0.11299435028248586,0.607182940516274,0.4291938997821351
"water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain, sowing_season=Winter","moisture_category=Dry_Soil, yield_level=High_Yield",0.1,0.294,0.064,0.64,2.17687074829932,1.0,0.034600000000000006,1.961111111111111,0.6006944444444445,0.19393939393939394,0.4900849858356941,0.428843537414966
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, sowing_season=Winter, irrigation_type=Sprinkler",yield_level=High_Yield,0.046,0.34,0.034,0.7391304347826088,2.1739130434782608,1.0,0.01836,2.5300000000000002,0.5660377358490567,0.0965909090909091,0.6047430830039527,0.41956521739130437
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain, sowing_season=Winter","moisture_category=Dry_Soil, yield_level=High_Yield",0.072,0.294,0.046,0.638888888888889,2.173091458805745,1.0,0.024832000000000003,1.9550769230769234,0.5817091454272864,0.14375,0.48851117406358213,0.3976757369614513
"ndvi_category=High_NDVI, temp_category=Moderate_Temp, water_eff_category=High_Water_Eff","ph_category=Neutral_Soil, yield_level=High_Yield",0.058,0.254,0.032,0.5517241379310345,2.1721422753190334,1.0,0.017268,1.664153846153846,0.5728503184713375,0.11428571428571428,0.39909401867430894,0.3388541949497692
